model,scope,prevalence,threshold,tp,fp,fn,tn,recall,fpr,precision,f1
v054,Metazoa,0.1,0.9983936852318344,24546,80,183,538354,0.9925997816329006,0.0001485790273273976,0.9986546317769365,0.9956180011483557
v054,Viridiplantae,0.001,0.9983936852318344,14539,80,127,538354,0.9913405154779763,0.0001485790273273976,0.869771688332837,0.9265856320693634
v054,Viridiplantae,0.01,0.9983936852318344,14539,80,127,538354,0.9913405154779763,0.0001485790273273976,0.9853791302055652,0.9883508336777171
v054,Viridiplantae,0.1,0.9983936852318344,14539,80,127,538354,0.9913405154779763,0.0001485790273273976,0.9986529251035382,0.9949832852377963
v054,Other_Eukaryota,0.001,0.9983936852318344,2573,80,120,538354,0.9554400297066469,0.0001485790273273976,0.8655363548012497,0.9082688689199776
v054,Other_Eukaryota,0.01,0.9983936852318344,2573,80,120,538354,0.9554400297066469,0.0001485790273273976,0.9848380832768903,0.9699163447196945
v054,Other_Eukaryota,0.1,0.9983936852318344,2573,80,120,538354,0.9554400297066469,0.0001485790273273976,0.9986023797507817,0.9765445035956386
v054,fungi_bacteria_only,0.001,0.9983936852318344,12194,75,145,525468,0.988248642515601,0.00014270954041819604,0.8739256454901879,0.9275778732184533
v054,fungi_bacteria_only,0.01,0.9983936852318344,12194,75,145,525468,0.988248642515601,0.00014270954041819604,0.9859052571099818,0.9870755589751369
v054,fungi_bacteria_only,0.1,0.9983936852318344,12194,75,145,525468,0.988248642515601,0.00014270954041819604,0.9987020283033228,0.9934478376773763
v054,organelle,0.001,0.9983936852318344,1776,80,22,538354,0.9877641824249166,0.0001485790273273976,0.8693617763310858,0.9247885639424969
v054,organelle,0.01,0.9983936852318344,1776,80,22,538354,0.9877641824249166,0.0001485790273273976,0.9853269701239366,0.9865440710211614
v054,organelle,0.1,0.9983936852318344,1776,80,22,538354,0.9877641824249166,0.0001485790273273976,0.9986480544315242,0.9931763011859435
raw100,overall,0.001,0.9994805844224834,53856,65,571,538369,0.9895088834585776,0.00012072045970351055,0.891362217374525,0.9378748305301253
